SEQUENCE_NUMBER,ROUTE_LABEL,YEAR,DRAFT_AADT,PAST_AADT,AADT_CHANGE,AADT_COMMENT
4335,MN 220,2023,419,500,-0.162,"19 RCH, AD Avg Hist (17 Cnt), 17 Avg Hist (15 Cnt), 15 Avg Hist, 09 Avg Hist"
4339,US 2,2023,4052,3800,0.0663,17 Avg Hist
4350,US 59,2023,1422,1700,-0.1635,"17 Avg Hist, 09 Avg Hist "
4379,US 2,2023,5139,5300,-0.0304,"17 RCL, Avg Hist, 13 Avg Hist"
4381,US 2,2023,5342,5900,-0.0946,13 Avg Hist
4408,MN 220,2023,875,800,0.0938,"19 Avg Hist (15 Cnt), 17 No AADT, 15 Avg Hist, 13 Loc Moved, 09 Avg Curr"
4441,US 2B,2023,4361,4250,0.0261,"23 See Hist, 17 Avg Hist (13 Cnt), 13 Avg Hist"
4444,US 2B,2023,6563,5800,0.1316,"17 AD Avg Hist, See Surr, 09 RCH, Avg Hist"
4450,US 2B,2023,11584,13400,-0.1355,"19 Model, RCL, AD, 17 Border Match, 15 Border Match, 13 Avg Hist (11 Cnt), See "
4454,US 2,2023,10484,13700,-0.2347,"23 RCL, 17 No AADT, 11 RCL, Avg Hist"
4545,MN 32,2023,1778,2050,-0.1327,"12 Avg Hist, 08 Avg Hist, 02 Est"
4633,MN 19,2023,2322,2545,-0.0876,"17 Avg Hist, 15 No AADT, 11 Avg Hist, 09 See Hist, 06 Est Hist"
4634,MN 4,2023,1571,1771,-0.1129,"19 RCH, AD Avg Hist, 15 No AADT, 13 See Hist, 11 Avg Curr, 09 See Hist, 06 Est "
4639,US 212,2023,3532,3900,-0.0944,"19 Avg Hist, 13 Avg Hist"
4641,MN 4,2023,1275,1073,0.1883,"23 See Hist, 19 Avg Hist, 15 AD Avg Hist (13 Cnt), 13 RCL, Avg Hist, 11 Avg Curr"
4649,US 212,2023,2928,3504,-0.1644,"17 Avg Hist (15 Cnt), 15 Avg Hist, 13 See Surr, 11 Est Hist, 06 Avg Hist Est"
4650,US 71,2023,2815,2648,0.0629,"19 No AADT, 15 No AADT, 13 Avg Hist, See Surr, 11 See Hist, 09 Avg Hist, Loc "
4654,MN 4,2023,2574,2436,0.0567,"19 RCH, Avg Hist, 15 No AADT, 13 Avg Hist"
4672,US 71,2023,3960,4504,-0.1208,15 No AADT
4686,MN 19,2023,2262,2128,0.063,"19 Avg Hist (17 Cnt), 17 Avg Hist, 15 No AADT"
4693,US 212,2023,3616,4109,-0.12,"13 RCH, AD Avg Hist (11 Cnt), 11 Avg Hist, 09 Avg Hist, 06 Est"
4696,MN 4,2023,1660,1412,0.1756,"23 See Hist, 17 Avg Hist (15 Cnt), 15 Avg Hist (13 Cnts), 13 RCL, Avg Hist"
4718,I 35,2023,32970,25132,0.3119,"23 RCH, 21 Model, 18 No AADT, 08 RCL, AD Avg Hist"
4733,MN 21,2023,2231,2250,-0.0084,"18 Avg Hist (16 Cnt), 16 Avg Hist, 10 Avg Hist, 08 Avg Hist"
4746,MN 21,2023,1122,1150,-0.0243,"16 Avg Hist (14 Cnt), 14 Est, 12 Avg Hist"
4761,MN 298,2023,4926,5400,-0.0878,14 No AADT
4767,MN 60,2023,10504,11500,-0.0866,14 Avg Hist
4773,MN 21,2023,15230,13800,0.1036,"23 See Hist, 18 AD, Avg Hist, 10 Avg Hist"
4784,MN 21,2023,13681,15000,-0.0879,"18 No AADT, 16 Avg Hist, 10 Dir Calc"
4795,MN 19,2023,14517,16000,-0.0927,"18 Avg Hist (16 Cnts), 16 Avg Hist, 12 Avg Hist, 10 See Hist, 08 Avg Hist, See Hist, "
4798,MN 3,2023,19055,18100,0.0528,"18 No AADT, 16 Avg Hist, 12 Dir Calc, 10 RCH, Avg Hist, 06 Detour, Est, 04 Est, 02 "
4801,MN 3,2023,18807,16400,0.1468,"23 RCH, 18 Avg Hist (14 Cnt), 16 No AADT, 12 Avg Hist, 08 Avg Hist"
4807,US 75,2023,1354,1300,0.0415,"18 AD, See Hist, Avg Hist (16 Cnt), 16 RCL, AD Avg Hist (14 Cnt), 14 Avg Hist, 12 "
4811,I 90,2023,12537,11300,0.1095,"18 Avg Hist, 16 No AADT, 14 Avg Hist, 10 Dir Calc, Avg Hist, See Hist, 02 RCH"
4813,MN 23,2023,2668,2000,0.334,"23 RCH, AD, 18 No AADT, 16 No AADT, 14 See Hist, 13 Loc Moved"
4817,US 75,2023,2481,1950,0.2723,"23 RCH, AD, 18 Avg Hist, 12 Avg Hist"
4906,MN 33,2023,3648,3700,-0.0141,"13 Avg Hist, 11 Avg Hist, 06, Avg 04, 06"
4922,MN 73,2023,1047,1300,-0.1946,"17 RCL, AD, Avg Hist, 13 RCL, Avg Hist"
4927,US 53,2023,18757,19151,-0.0206,"21 Model, 19 Avg Hist"
4929,US 53,2023,17779,16062,0.1069,"19 No AADT, 17 No AADT, 15 Avg Hist (11 Cnt), 13 Loc Moved, 11 Dir Calc, Avg "
4934,US 53,2023,12157,10832,0.1224,"19 Model, AD Avg Hist"
4940,US 2,2023,2781,3250,-0.1443,"11 Avg Hist, 09 Est Hist, 06 Avg Curr"
4942,US 53,2023,8983,10000,-0.1017,"09 RCL, Avg Hist, 06 Avg Hist"
4952,MN 194,2023,3969,4800,-0.1731,"15 Avg Hist, 11 Avg Hist, 02 Est"
4955,MN 37,2023,3839,3600,0.0664,"17 No AADT, 11 Loc Moved, 09 Avg Hist, 06 Avg Hist "
4958,MN 37,2023,4011,4300,-0.0672,"11 Avg Hist, 09 Avg Hist"
4960,MN 37,2023,4849,4700,0.0317,"17 AD, Avg Hist, 09 Avg Hist (04-09)"
4961,US 169,2023,8323,9500,-0.1239,"09 Avg Hist, 06 Avg Hist"
4963,US 169,2023,7936,9200,-0.1374,"09 RCL, Avg Hist"
4971,MN 73,2023,1264,1550,-0.1845,"23 RCL, AD, 11 Avg Hist"
4975,US 53,2023,4883,5600,-0.128,09 Avg Hist
4984,MN 169,2023,4220,5600,-0.2464,"23 RCL, 15 No AADT, 09 Avg Hist"
4986,MN 135,2023,788,810,-0.0272,"17 RCH, Avg Hist, 09 Est Hist"
4994,US 53,2023,3711,3800,-0.0234,"17 See Hist, 15 No AADT, 11 See Hist, 09 Avg Hist"
5000,MN 1,2023,120,130,-0.0769,"19 See Hist, 17 See Hist, 15 No AADT, 13 See Hist, 09 Avg Hist"
5004,US 53,2023,2878,3300,-0.1279,11 Avg Hist
5009,MN 1,2023,593,650,-0.0877,"15 Avg Hist (13 Cnt), 09 Avg Hist"
5010,MN 1,2023,2255,2650,-0.1491,"19 Avg Hist (17 Cnt), 17 Avg Hist (15 Cnt), 15 Avg Hist, 13 See Hist, 11 See Hist, 09 "
5013,MN 169,2023,1860,1750,0.0629,"15 Avg Hist, 09 Avg Hist, 06 Avg Hist"
5014,MN 1,2023,2277,2500,-0.0892,"19 Avg Hist, 06 Est Hist"
5016,US 53,2023,1813,1850,-0.02,"15 No AADT, 11 Avg Hist, 06 Est Hist"
5023,MN 1,2023,2686,3500,-0.2326,"23 RCL, 19 Avg Hist, 13 Avg Hist, 11 Avg Hist (09 Cnt), See Hist, 09 Avg Hist, 06 "
5025,MN 37,2023,3288,3144,0.0457,"17 No AADT, 15 No AADT, 11 RCL, Avg Hist, 06 Avg Hist (02 & 04)"
5028,MN 37,2023,3336,4000,-0.166,"15 No AADT, 11 See Hist, 09 Avg Hist, 06 Avg Hist"
5034,MN 135,2023,6682,6733,-0.0076,"19 Model, 17 No AADT, 15 Avg Hist, 13 Loc Moved, 06 Avg Hist"
5035,MN 135,2023,6849,7200,-0.0488,"17 Avg Hist (13 Cnt), 15 No AADT, 13 RCH, Avg Hist, 11 See Hist, 09 Avg Hist, 06 "
5048,US 53,2023,3294,3300,-0.0018,"19 Avg Hist (15 Cnt), 15 Avg Hist, 09 Avg Hist"
5049,US 53,2023,3113,3150,-0.0117,"15 Avg Hist, 09 Avg Hist, See Hist"
5052,MN 169,2023,1340,1250,0.072,09 Avg Hist
5055,US 2,2023,4984,5200,-0.0415,"13 Avg Hist, 09 Avg Hist"
5059,US 2,2023,4829,5100,-0.0531,"15 Avg Hist, 13 Avg Hist"
5060,MN 73,2023,967,1250,-0.2264,"17 RCL, Avg Hist, 13 Avg Hist, 11 Avg Hist"
5064,US 2,2023,3239,3850,-0.1587,"13 Avg Hist, 09 Avg Hist, 06 Avg Hist"
5067,US 53,2023,2150,2200,-0.0227,"19 Avg Hist, 11 Avg Hist, 09 Avg Hist"
5068,US 169,2023,16817,18800,-0.1055,"19 No AADT, 17 Avg Hist (15 Cnt), 15 Avg Hist, See Surr, 11 Dir Calc, 06 Avg Hist"
5070,US 169,2023,14120,13000,0.0862,"17 Avg Curr, 15 Avg Hist (13 Cnt), See Surr, 13 Avg Hist, 09 Avg Curr, 06 Avg Hist"
5072,US 169,2023,10023,9700,0.0333,"13 See Hist, 11 RCL, Avg Hist, 09 Avg Hist"
5079,MN 1,2023,6214,5800,0.0714,"19 Model, 15 Avg Hist, See Surr, 11 See Hist, 09 Avg Hist (04), 06 Est"
5080,MN 169,2023,5196,5800,-0.1041,"19 Avg Hist, 11 See Hist, Avg Hist (09 Cnt), 09 Avg Hist, 06 Avg Hist"
5081,MN 1,2023,1490,1700,-0.1235,"19 Avg Hist, 09 Avg Hist (04)"
5083,MN 1,2023,5880,7700,-0.2364,"23 RCL, AD, 17 Avg Hist, 11 RCL, See Hist, 09 Est Hist, 06 Est"
5084,MN 1,2023,4227,4650,-0.091,"23 RCL, AD, 19 Avg Hist, 17 See Hist, 13 Avg Hist, 11 See Hist, 09 Avg Hist (02-"
5085,MN 1,2023,3694,5300,-0.303,"23 RCL, 19 Avg Hist, 15 Avg Hist (13 Cnt), 11 See Hist, Avg Hist (09 Cnt), 09 Avg "
5086,US 169,2023,7981,7980,0.0001,"19 Model, Avg Hist, 17 No AADT, 09 Est Hist, See Surr"
5096,MN 73,2023,4661,5500,-0.1525,"23 See Hist, 15 Avg Hist (13 Cnt), 11 RCL, See Hist, 09 Avg Hist (04-09)"
5098,MN 73,2023,3302,4050,-0.1847,"19 Avg Hist, 15 Avg Hist"
5100,MN 73,2023,2430,2800,-0.1321,"15 Avg Hist, 09 Avg Hist"
5102,MN 23,2023,5885,5100,0.1539,"23 See Hist, 19 Model, 17 RCL, AD, Avg Hist (15 Cnt), 15 Avg Hist, 09 Est Hist"
5106,MN 23,2023,1747,1650,0.0588,"19 Model, Avg Hist, 17 No AADT, 09 Avg Hist"
5107,MN 210,2023,390,360,0.0833,"19 No AADT, 17 No AADT, 15 No AADT, 11 Avg Curr, See Hist"
5108,MN 23,2023,2112,2000,0.056,"23 See Hist, 19 Model, 17 No AADT, 13 Avg Hist, 09 Avg Hist, See Hist"
5113,MN 23,2023,6857,8200,-0.1638,"23 See Hist, 19 Model, Avg Hist, 13 Avg Hist"
5116,MN 23,2023,14920,14900,0.0013,"23 See Hist, 19 Model, 15 No AADT, 13 Avg Hist, 06 Est"
5117,MN 23,2023,13161,13900,-0.0532,"15 No AADT, 13 RCL, Avg Hist"
5131,US 2,2023,6181,5800,0.0657,"19 Avg Hist, 11 Avg Hist"
5132,US 2,2023,6195,5600,0.1063,11 Est Hist
5134,US 2,2023,2876,3850,-0.253,"23 RCL, 19 Avg Hist, 13 See Hist"
5207,MN 61,2023,13243,16300,-0.1875,"23 RCL, 17 Avg Hist (15 Cnt), 15 Avg Hist (13 Cnt), 11 Avg Hist, 09 Avg Hist, 02 Est"
5209,MN 61,2023,17847,18842,-0.0528,"21 Model, 19 Avg Hist (17 Cnt), 17 Avg Hist (15 Cnt), 15 Avg Hist (13 Cnt), 09 Avg "
5214,MN 61,2023,11203,11800,-0.0506,"15 Avg Hist (13 Cnt), 11 See Hist, 09 Avg Hist (04-09)"
5218,MN 61,2023,10217,11700,-0.1268,"15 Avg Hist (13 Cnt), 11 Avg Curr, Avg Hist, 09 Avg Curr"
5222,MN 61,2023,11941,10400,0.1482,"23 See Hist, 09 Avg Hist, Dir Calc"
5226,US 53,2023,8496,9300,-0.0865,"19 Model, 17 Dir Calc, 13 Dir Calc, 11 Avg Hist"
5228,MN 37,2023,4307,4350,-0.0099,"17 AD, Avg Hist"
5229,US 53,2023,9471,9800,-0.0336,"19 Avg Hist, 17 Dir Calc, 11 Dir Calc"
5231,US 53,2023,9662,9400,0.0279,"19 RCL, Avg Hist (17 Cnt), 17 Avg Hist"
5233,US 53,2023,12884,14100,-0.0862,"19 Avg Hist, 17 No AADT, 11 Dir Calc"
5236,MN 37,2023,7007,6400,0.0948,"23 See Hist, 17 No AADT, 09 Avg Hist"
5245,US 169,2023,7971,9300,-0.1429,"13 Est Surr, 11 Avg Hist"
5246,US 169,2023,9826,9423,0.0428,"19 Model, Avg Hist, 13 Avg Hist, 11 Avg Hist, 09 Dir Calc, Avg Curr "
5252,US 169,2023,13574,15200,-0.107,"17 Avg Hist, 13 Avg Hist"
5266,US 169,2023,10580,13100,-0.1924,"23 RCL, AD, 19 Avg Hist, 17 No AADT, 15 Avg Hist (13 Cnt), 11 Dir Calc, See Hist, "
5268,MN 135,2023,7390,8200,-0.0988,"19 Avg Hist, 17 No AADT, 11 See Hist, 09 Avg Hist"
5280,OR 2,2023,8182,7700,0.0626,"23 See Hist, 15 No AADT, 06 Avg Hist, 04 Est"
5290,US 53,2023,9812,10900,-0.0998,"15 Avg Hist (13 Cnt), 11 Dir Calc, See Hist, 09 Dir Calc, Avg Hist, See Hist"
5298,MN 25,2023,19194,17354,0.106,"10 See Hist, 08 Avg Hist"
5303,US 10,2023,14652,13900,0.0541,"18 No AADT, 16 Avg Hist (14 Cnt), 14 Avg Hist, 12 Avg Hist, 08 Avg Hist"
5307,US 10,2023,16590,17541,-0.0542,"18 No AADT, 16 Dir Calc, AD Avg Hist (14 Cnt), 14 RCH, AD Avg Hist (12 Cnt), 12 "
5325,US 10,2023,22030,22885,-0.0373,"18 No AADT, 12 Loc Moved, 10 Dir Calc, See Hist, 08 RCL, Avg Hist, 06 Avg Hist"
5348,US 10,2023,18361,20400,-0.1,"18 No AADT, 14 AD Avg Hist (12 Cnt), See Hist, 12 Dir Calc, See Hist, 10 Avg Hist, "
5352,US 10,2023,12424,14500,-0.1432,"18 No AADT, 16 RCH, Avg Hist, 14 See Hist, 12 Dir Calc, See Hist, 10 Avg Hist, 08 "
5356,US 10,2023,19496,19300,0.0102,"18 No AADT, 16 Avg Hist, 12 Avg Hist, 10 Est Hist, Const, 08 Dir Calc, Avg Hist"
5362,US 10,2023,17584,17700,-0.0066,"18 No AADT, 16 Avg Hist, 14 See Hist, 12 Avg Hist, 10 Dir Calc, Avg Hist, 08 Dir "
5411,US 169,2023,13734,14500,-0.0528,"18 No AADT, 16 No AADT, 14 Avg Hist, 12 Avg Hist, 08 Avg Hist"
5425,MN 25,2023,1374,1600,-0.1413,"23 RCL, AD, 14 RCH, Avg Hist (13 Cnt), 13 RCL, Avg Hist, 12 Avg Hist, 10 RCL, "
5450,MN 15,2023,2763,3450,-0.1991,"14 Avg Hist, 12 Dir Calc"
5467,MN 19,2023,2127,2017,0.0545,"19 Avg Hist, 15 No AADT, 13 Loc Moved, 12 Avg Hist, 10 Avg Hist, 08 AD, 06 Avg "
5468,MN 19,2023,2907,2600,0.1181,18 Avg Hist
5471,MN 22,2023,1491,1500,-0.006,"18 RCH, AD Avg Hist (16 Cnt), 16 Avg Hist (14 Cnt), 14 RCL, AD Avg Hist (12 Cnt), "
5480,MN 55,2023,3382,4000,-0.1545,"19 Model, RCH, Avg Hist"
5483,I 94,2023,25958,26500,-0.0205,"19 Model, Avg Hist (17 Cnt), 17 Avg Hist, 09 Avg Hist"
5488,I 94,2023,26398,28500,-0.0738,"19 No AADT, 15 Avg Hist (13 Cnts), 06 Est"
5503,MN 22,2023,1490,1350,0.1037,"17 See Hist, 15 Avg Hist, 09 RCL, Avg Hist"
5504,MN 22,2023,662,500,0.324,"23 See Hist, 19 Avg Hist, 17 See Hist, 15 RCL, Avg Hist (13 Cnts), 13 RCH, Avg "
5505,MN 22,2023,1226,960,0.2771,"23 See Hist, 19 No AADT, 15 Avg Hist"
5516,MN 23,2023,16265,17000,-0.0432,"19 Model, Avg Hist, 17 No AADT, 11 Dir Calc, 09 Loc Moved, Avg Hist (04), 06 Est "
5519,I 94,2023,23299,20969,0.1111,"19 See Hist, Avg Hist (17 Cnt), 17 AD, Avg Hist (15 Cnt), 15 Avg Hist (13 Cnt), 13 "
5534,I 94,2023,25931,29500,-0.121,"19 Model, AD Avg Hist, 09 Dir Calc, Avg Hist, 04 Est"
5548,I 94,2023,19638,22400,-0.1233,"19 Model, Avg Hist (17 Cnt), 17 Avg Hist (15 Cnt), 15 Avg Hist, 13 See Hist, 11 Dir "
5569,MN 23,2023,11734,16400,-0.2845,"23 RCL, AD, 19 Avg Hist (17 Cnt), 17 Avg Hist (15 Cnt), 15 Avg Hist (11 Cnt), 09 "
5587,I 94,2023,25007,25577,-0.0223,"21 Model, 19 Avg Hist, 17 No AADT, 13 Loc Moved, 11 Dir Calc, 09 RCL, Avg Hist, "
5598,MN 55,2023,5307,5200,0.0206,"19 Model, Avg Curr, 09 Avg Hist"
5601,MN 55,2023,4887,4500,0.086,"19 Avg Hist, 11 See Hist, 09 RCL, Avg Hist"
5606,MN 55,2023,3853,4100,-0.0602,"19 Avg Hist, 15 Avg Hist (13 Cnts), 09 Avg Hist"
5717,US 218,2023,4291,4200,0.0217,"14 See Hist, 12 Loc Moved, 11 Avg Hist, 09 Est Hist"
5734,I 35,2023,32293,35781,-0.0975,"19 Model, Avg Hist, 15 No AADT, 11 Dir Calc"
5745,US 59,2023,1842,1950,-0.0554,"19 Avg Hist, 15 RCH, Avg Hist (13 Cnt), 13 Avg Hist, 11 Est Hist, 09 Avg Hist, See "
5748,MN 28,2023,1357,1788,-0.2411,"23 RCL, 17 No AADT, 13 See Hist"
5805,MN 9,2023,1138,1850,-0.3849,"23 RCL, 11 Est Hist, 09 Avg Hist"
5817,MN 7,2023,1923,2100,-0.0843,19 Avg Hist
5818,MN 7,2023,1520,1600,-0.05,"19 Avg Hist, 11 Avg Hist"
5819,MN 119,2023,1741,1750,-0.0051,"19 Avg Hist (17 Cnt), 17 Avg Hist (15 Cnt), 15 Avg Hist (13 Cnt), 11 Avg Hist"
5820,MN 7,2023,3528,3800,-0.0716,"19 Avg Hist (15 Cnt), 17 No AADT"
5823,MN 119,2023,793,737,0.076,"21 See Hist, 19 Model, AD Avg Curr, 17 See Hist, 15 Avg Hist (13 Cnt), 11 Est Hist"
5824,MN 7,2023,1576,1629,-0.0325,"19 Model, AD Avg Curr, 11 See Hist, 09 Avg Hist"
5847,MN 9,2023,1620,2050,-0.2098,"23 RCL, 17 Avg Hist, 11 Avg Hist"
5858,MN 287,2023,947,1067,-0.1125,"18 See Hist, 16 See Hist, 14 RCL, Avg Hist, 12 See Hist, 08 RCL, Avg Hist"
5860,US 71,2023,3981,3642,0.0931,"16 Avg Hist, 12 See Hist, 10 Avg Hist, 10 Loc Moved, 08 Avg Hist (06 Cnt), 06 Avg "
5862,MN 28,2023,841,1190,-0.2933,"23 See Hist, 12 Avg Hist, 08 RCL, Avg Hist, 04 Est"
5866,MN 27,2023,1417,1566,-0.0951,"20 COVID, 14 Avg Hist, 13 Loc Moved, 12 RCH, Avg Hist, 10 Avg Hist, 08 Avg Hist"
5867,MN 27,2023,2076,2448,-0.152,"18 Avg Hist, 14 See Hist"
5871,US 71,2023,5174,4998,0.0352,"18 Avg Hist, 10 Loc Moved"
5873,US 71,2023,2526,2804,-0.0991,"16 Avg Hist, 08 Avg Hist"
5874,US 71,2023,2007,2287,-0.1224,"21 See Surr, 18 Avg Hist, 08 Avg Hist"
5878,MN 210,2023,1929,1898,0.0162,"16 Avg Hist (14 Cnt), 14 RCL, Avg Hist, 08 RCL, Avg Hist"
5881,MN 210,2023,1038,939,0.1054,"21 See Surr, 12 RCH, Avg Hist"
5883,US 71,2023,2540,2568,-0.0109,"16 Avg Hist, 10 Avg Hist, 08 Avg Hist"
5890,MN 210,2023,3527,3531,-0.001,"16 RCL, Avg Hist, 10 Avg Hist"
5891,MN 210,2023,2979,3252,-0.0839,"18 Avg Hist, 14 Avg Hist, 12 RCL, Avg Hist, 10 Avg Hist, 08 RCL, AD Avg Hist"
5895,US 71,2023,2099,2493,-0.158,"21 See Surr, 18 Avg Hist, 12 Avg Hist, 08 Avg Hist"
5898,MN 210,2023,1217,1227,-0.0081,"18 Avg Hist (16 Cnt), 16 Avg Hist, 08 RCL, AD Avg Hist"
5900,MN 210,2023,1167,1212,-0.0371,"21 See Surr, 12 See Hist, 10 See Hist, 08 RCL, AD Avg Hist"
5906,US 71,2023,2501,2551,-0.0196,"16 Avg Hist, 08 Avg Hist"
5907,MN 28,2023,790,897,-0.1193,"10 Avg Hist, 08 Avg Hist"
5908,MN 28,2023,1918,2003,-0.0424,"18 Avg Hist, 14 See Hist, 12 Est Surr "
5910,MN 287,2023,1385,1373,0.0088,"18 Avg Hist, 14 Avg Hist, 10 Avg Hist, 08 AD Avg Hist (04-08)"
5917,US 71,2023,4652,4892,-0.0491,"18 Avg Hist (16 Cnt), 16 Avg Hist, 14 See Hist"
5921,US 71,2023,4135,3808,0.0859,"21 See Hist, 20 COVID, 14 See Hist, 13 Loc Moved, 10 Avg Hist, 08 Avg Hist"
5924,MN 28,2023,586,598,-0.0195,12 Avg Hist
5927,US 71,2023,10385,8500,0.2218,"23 See Hist, 20 COVID "
5929,MN 287,2023,3010,2776,0.0843,18 Avg Hist 
5932,MN 27,2023,4367,3732,0.1702,"23 See Hist, 18 Avg Hist, 10 Avg Hist, 08 RCL, Avg Hist"
5933,MN 27,2023,4684,4106,0.1407,20 COVID
5935,US 71,2023,9710,9600,0.0115,08 Avg Hist
5936,US 71,2023,10699,10900,-0.0184,"08 RCL, Avg Hist"
5953,MN 9,2023,660,470,0.4043,"23 RCH, AD, 18 AD, Avg Hist (16 Cnt), 16 See Surr, AD Avg Hist, 10 Avg Hist, 08 "
5956,MN 9,2023,689,520,0.325,"23 See Hist, 18 AD, Avg Hist, 08 Est, 06 Est"
5957,MN 9,2023,774,570,0.3579,"23 See Hist, 18 AD, Avg Hist (16 Cnt), 16 Avg Hist, 12 Avg Hist"
6069,US 71,2023,2709,3184,-0.1492,"18 Avg Hist (16 Cnt), 16 Avg Hist, 12 Avg Hist, 10 See Hist, 08 Avg Hist"
6074,US 71,2023,4516,5300,-0.1479,"23 RCL, 18 RCH, Avg Hist, 12 Avg Hist, 10 Avg Hist, See Hist, 08 RCL, Avg Hist "
6084,US 71,2023,3704,4047,-0.0848,"12 RCL, Avg Hist, 10 Avg Hist"
6096,MN 29,2023,3050,2918,0.0453,"21 See Surr, 18 Avg Hist (16 Cnt), 16 Avg Hist, 10 Avg Hist, 08 Avg Hist, 07 Loc "
6108,MN 13,2023,2852,3017,-0.0547,"18 Avg Hist (16 Cnt), 16 Avg Hist, 10 RCH, See Hist"
6111,MN 30,2023,1339,837,0.5998,"23 RCH, 18 No AADT, 10 See Hist, 08 RCH, Avg Hist"
6112,MN 83,2023,1503,762,0.9719,"23 RCH, 21 See Hist, 18 RCH, Avg Hist, 16 No AADT, 10 Avg Hist (08 Cnt), See "
6113,MN 30,2023,1201,827,0.4514,"23 RCH, 21 See Hist, See Surr, 18 AD, Avg Hist, 08 RCH, Avg Hist"
6114,MN 83,2023,1472,941,0.5643,"23 RCH, 18 RCH, AD Avg Hist (16 Cnt), 16 Avg Hist, 10 RCL, Avg Hist, 08 RCL, "
6116,MN 13,2023,3753,3300,0.1373,"20 COVID, 18 See Hist, Avg Hist (16 Cnts), 16 RCH, Avg Hist (14 Cnts), 14 Avg "
6119,MN 13,2023,3100,2650,0.1698,20 COVID
6120,MN 30,2023,1237,1116,0.1083,"21 See Hist, See Surr, 18 AD, See Hist, 16 See Hist, 14 Avg Hist, 08 AD"
6121,MN 13,2023,2848,2226,0.2795,"23 See Hist, 12 See Hist, Avg Hist, 08 RCL, Avg Hist"
6122,MN 30,2023,2200,2633,-0.1645,"23 RCL, AD, 18 No AADT, 12 RCL, Avg Hist, 10 Avg Hist, 08 AD Avg Curr, 04 Est"
6123,MN 30,2023,1640,1550,0.0581,"18 AD, Avg Hist, 14 AD, 12 Avg Hist, 10 Avg Hist, 08 Avg Hist"
6125,MN 30,2023,1420,1386,0.0245,"18 Avg Hist (16 Cnt), 16 Avg Hist, 14 See Hist, 12 RCL, Avg Hist, 10 Avg Hist, 08 "
6127,MN 30,2023,1945,2550,-0.2373,"23 RCL, AD, 18 Avg Hist, 12 See Hist, 10 RCL, AD Avg Hist, 08 Avg Hist"
6132,CSAH 14,2023,1773,1750,0.0131,"16 No AADT, 08 Loc Moved"
6135,MN 83,2023,862,770,0.1195,"18 RCH, AD Avg Hist (16 Cnt), 16 Avg Hist (14 Cnt), 14 Avg Hist, 12 Avg Hist, 08 "
6141,CSAH 14,2023,4401,3800,0.1582,"23 Lim Hist, 16 Avg Hist (14 Cnts), 14 Traf Pat Chng, Avg Curr, 12 RCL, AD Avg "
6142,CSAH 14,2023,3331,2850,0.1688,"23 See Hist, 18 No AADT, 14 Traf Pat Chng, Avg Curr, 12 See Hist, 08 RCH, Avg "
6249,US 75,2023,6289,6500,-0.0325,"12 Avg Hist (08 CntS), 10 Est Hist, Const"
6252,MN 9,2023,844,850,-0.0071,"18 AD, Avg Hist, 10 Avg Hist"
6262,MN 9,2023,1011,1149,-0.1201,"18 AD, Avg Hist, 14 Avg Hist, 10 Avg Hist, 08 Avg Hist"
6292,US 61,2023,11364,11500,-0.0118,"19 Avg Hist (17 Cnt), 17 Avg Hist, 13 Loc Moved"
6411,MN 101,2023,50748,49959,0.0158,"20 COVID, 10 Dir Calc, See Hist, 08 Est Hist, Const"
6437,MN 55,2023,5102,4700,0.0855,"16 Avg Hist, 14 See Hist, 12 Avg Hist, 10 Avg Hist"
6438,MN 55,2023,5490,5500,-0.0018,"14 See Hist, 12 Avg Hist, 10 Avg Hist, 08 Avg Hist"
6563,US 75,2023,1248,1250,-0.0016,"16 No AADT, 14 Avg Hist"
6564,MN 22,2023,6401,6400,0.0002,"19 Avg Hist (17 Cnt), 17 AD, Avg Hist, 15 No AADT, 11 Dir Calc, Avg Hist"
6569,US 2,2023,2453,2428,0.0102,"19 Avg Hist (17 Cnts), 17 RCL, Avg Hist (15 Cnt), 15 AD See Hist, 13 RCL, AD Avg "
6711,US 61,2023,16082,15200,0.058,"21 See Hist, 20 COVID, WIS ATR, 18 AD, Avg Hist (16 Cnt), 16 Avg Hist, 10 Avg "
6716,MN 95,2023,7792,8600,-0.094,"18 Avg Hist, 14 See Hist, 12 See Hist, 10 RCL, Avg Hist, 08 See Hist, 06 Est Hist"
6724,US 59,2023,1786,1307,0.3665,"23 See Hist, 17 No AADT, 09 Avg Hist "
6729,MN 7,2023,503,520,-0.0327,"16 Avg Hist, 12 Avg Hist"
6731,US 59,2023,1909,2250,-0.1516,13 Avg Hist
6732,MN 1,2023,177,155,0.1419,"19 Avg Hist (17 Cnts), 17 RCL, Avg Hist, 15 See Hist, 13 Avg Hist, 09 Avg Hist"
6739,MN 29,2023,1072,1200,-0.1067,"19 RCH, AD Avg Hist (17 Cnt), 17 AD, Avg Hist, 11 Avg Hist (09 Cnt), 09 Avg Hist"
6741,MN 200,2023,918,1140,-0.1947,"18 AD, Avg Hist, 16 See Hist, 14 No AADT, 12 Avg Hist (08 Cnt), 10 Est Hist"
6742,MN 200,2023,1550,1632,-0.0502,"18 See Hist, 16 No AADT"
6747,I 90,2023,13062,10500,0.244,"23 RCH, 18 See Hist, AD Avg Hist, 16 No AADT, 12 Avg Hist, 10 Avg Hist"
