X,Y,name,amenity,shop,tourism,ele,cuisine,addr:housenumber,addr:street,addr:city,addr:postcode,religion,addr:state,leisure,denomination,website,opening_hours,operator,phone,brand,brand:wikidata,brand:wikipedia,historic,wheelchair,description,fee,man_made,capacity,name:en,outdoor_seating,wikidata,uuid,access,addr:unit,takeaway,smoking
-112.0254726,40.7140107,Great Clips,,hairdresser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0832637,40.6953941,Great Clips,,hairdresser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.2130466,38.4470644,Great Gallery,,,attraction,,,,,,,,,,,,,,,,,,archaeological_site,,,,,,,,,,,,,
-111.6608749,40.257858,Great Harvest,,bakery,,,,,,,,,,,,,Mo-Sa 07:30-18:30,,,,,,,,,,,,,,,,,,,
-111.8229463,40.6681014,Great Harvest Bread,restaurant,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8363361,41.7315998,Great Harvest Bread,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0650716,41.1455897,Great Harvest Bread,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.5685229,40.435777,Great Harvest Bread Co,restaurant,,,,,2165,US-40,Vernal,84078,,UT,,,,,,,,,,,,,,,,,,,,,C,yes,
-111.8847073,40.5280295,Great Harvest Bread Co,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.0614295,37.6796556,Great Harvest Bread Co.,restaurant,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9740215,41.2208838,Great Harvest Bread Co.,restaurant,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5489099,40.7250623,Great Harvest Bread Co.,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5912944,37.110159,Great Harvest Bread Co.,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9758587,41.0759967,Great Room Escape,,,,,,,,,,,,amusement_arcade,,,,,,,,,,,,,,,,,,,,,,
-112.2432815,41.0360527,Great Salt Lake State Park,,,,1335,,,,,,,,park,,,,,,,,,,,,,,,,,Q49495615,,,,,
-112.1827227,40.7505001,Great Salt Lake State Park - Saltair Beach (historical),,,,1282,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-111.8856073,40.6354289,Great Steak,fast_food,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8887403,40.768744,Great Steak,fast_food,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9788136,40.7853647,Great Wraps,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8687334,40.5800167,Greek Gyros,restaurant,,,,gyros,826 East,9400 South,Sandy,,,UT,,,,Mo-Sa 11:00-21:00,,(801) 572-7995,,,,,,,,,,,,,,,,yes,
-111.8943666,40.5629577,Greek Kabob,fast_food,,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9550699,40.6933984,Greek Kabob,fast_food,,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.982426,40.7868938,Greek Souvlaki,fast_food,,,,greek,,,,,,,,,,,HMSHost,,,,,,,,,,,,,,,,,,
-111.8793315,40.7626233,Greek Souvlaki,fast_food,,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.897407,40.4308791,Greek Souvlaki,restaurant,,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8670205,40.6467872,Greek Souvlaki,restaurant,,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8856852,40.7630541,Green Ant,,furniture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0669902,41.0894669,Green Burrito,fast_food,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.4962558,40.8724834,Greendale Overlook,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.17035,38.99755,Green River Cemetery,grave_yard,,,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.1567299,38.9950495,Green River City Offices,townhall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.1618698,38.9957953,Green River Coffee Co,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.8883251,38.3783288,Green River Great Overlook,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,Green River Great Overlook,,,,,,,
-110.1490086,38.9944644,Green River Interstate Engine & Tire,,tyres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.1664544,38.9501766,Green River Overlook,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.7179989,38.2569146,Greenville Cemetery,grave_yard,,,1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6726111,40.4500266,Grey Cliff Picnic Area,,,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.908529,40.763154,Greyhound Bus Lines,bus_station,,,,,,400 West,Salt Lake City,,,,,,,24/7,Greyhound Bus Lines,,,,,,yes,,,,,,,,,,,,
-112.1599403,41.7115953,Greystone Market,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8181391,40.7490409,Grey Wolves,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0272577,41.267771,Grideli's,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9950204,41.2223685,Griffin Memorial Church of God in Christ,place_of_worship,,,1321,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,
-111.8841256,37.8491007,Griffin Road Viewoint,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.0620021,37.6778539,Grind Coffee House,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9673819,40.7250112,Grinders 13,restaurant,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8885066,40.7343359,Grinders 13,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.8811225,40.7192339,Grizzly,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8194975,40.7500514,Grizzly Bear,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.4867113,40.7526569,Grizzly Ridge Meadow Camping Area,,,camp_site,,,,,,,,,,,,,USFS,,,,,,,,,,,,,,sonora_20130614,,,,
-111.8317639,37.4558472,Grosvenor Arch,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.064881,41.1625403,Grounds for Coffee,cafe,,,,coffee_shop,5585A,South 3500 West,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9536651,41.1838052,Grounds for Coffee,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.7625819,37.1541436,Group Of Hoodoos,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.7250616,38.5064867,Group Site,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.8769551,41.7163086,Grouse Creek Cemetery,grave_yard,,,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.8836219,41.709642,Grouse Creek School,school,,,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8914728,40.7287529,Grove Market,,deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4946205,40.6638802,Grub Steak,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5023269,41.022634,Grumps General Store,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8868925,40.5262662,Guadalahonky's Mexican,restaurant,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9730808,41.0987627,Guadalajara's Grill,restaurant,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9087411,40.7798997,Guadalupe Park Drinking Fountain,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.6634586,37.1495165,Gubler Park,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-111.5515881,40.7302096,Guess,,clothes,,,,,,,,,,,,,,,,Guess,Q2470307,en:Guess (clothing),,,,,,,,,,,,,,
-111.7012654,41.7616265,Guinavah-Malibu,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0209444,41.1643299,Guitar Center,,musical_instrument,,,,5430,South Freeway Park Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9423159,40.6467544,Guitar Center,,musical_instrument,,,,5752,South Redwood Road,,,,,,,https://stores.guitarcenter.com/salt-lake-city,"Mo-Fr 10:00-21:00; Su 11:00-19:00; Sa 10:00-20:00",,8019699887,Guitar Center,Q3622794,en:Guitar Center,,,"Guitar Center is home to the world's largest selection of popular guitars, basses, amplifiers, drums, percussion, microphones, PA systems, DJ equipment, stage lighting, recording software and more.",,,,,,,,,,,
-111.9531393,40.5229367,Guitar Shop,,musical_instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.0620156,37.6781532,Gunjah the Bead Forest,,craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.759132,37.2908117,Gunlock Cemetery,grave_yard,,,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8052021,39.1671835,Gunnison Cemetery,grave_yard,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8180232,39.1554604,Gunnison Inn,,,motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.859146,41.3388177,Gunnison Island State Wildlife Management Area,,,,1328,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-111.8200324,39.1450962,Gunnison Market,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.7780084,39.2807889,Gunnison Massacre Historical Monument,,,,1392,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-111.8188137,39.1388502,Gunnison Post Office,post_office,,,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8185958,39.1548922,Gunnison Valley Bank,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8168159,39.1429864,Gunnison Valley High School,school,,,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8204804,39.1394057,Gunnison Valley School,school,,,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.3797814,37.115456,Gunsmoke Movie Set,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0227824,40.5091102,Gura's Spice House,restaurant,,,,indian,,,,,,,,,,,,,,,,,,,,,,,no,,,,,yes,
-111.6578577,40.2339691,Guru's,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6813226,40.2749673,Gymboree,,clothes,,,,,,,,,,,,,,,,Gymboree,Q4039771,en:Gymboree,,,,,,,,,,,,,,
-111.5517551,40.7296023,Gymboree,,clothes,,,,,,,,,,,,,,,,Gymboree,Q4039771,en:Gymboree,,,,,,,,,,,,,,
-111.8849497,40.6366169,Gymboree,,clothes,,,,,,,,,,,,,,,,Gymboree,Q4039771,en:Gymboree,,,,,,,,,,,,,,
-111.8946474,40.562384,Gymboree,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8929207,40.7683455,Gymboree,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9073651,40.9835104,Gymboree,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5535304,37.111074,Gymboree Outlet,,clothes,,,,,,,,,,,,https://www.gymboree.com/,,,,,,,,,,,,,,,,,,,,
-111.3194199,38.4983629,Gypsum Sinkhole,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8187371,40.6104774,Gyro Gyro,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9987001,41.1785364,Habit Burger,fast_food,,,,burger,839,West Riverdale Road,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9407743,40.7862657,Hacienda Mexican Grill,restaurant,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9323276,37.2971121,Hackberry Camping,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.8200396,40.7758821,Hacking Lake,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8723707,40.5436339,Hagermann's Bakehouse Cafe,cafe,,,,,64 E,11400 S,Draper,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5523273,40.7287588,Haggar,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9808922,40.5422755,Hair Elegance,,hairdresser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5874691,37.0920366,Hairitage Hair Academy,,hairdresser,,,,,,,,,,,,http://www.hairitagehairacademy.com,,,,,,,,,,,,,,,,,,,,
-111.887768,40.665228,Hair Salon,,beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.47658,38.641583,Hal Canyon,campground,,camp_site,,,,,,,,,,,,,BLM,,,,,,,,yes,,,,,,,,,,
-112.3410485,38.9241312,Halfway Hill Wildlife Management Area,,,,1592,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-109.7321962,38.7141577,Halfway Stage House - Old Stage Coach Station,,,,,,,,,,,,,,,,,,,,,ruins,,,,,,,,,,,,,
-111.8849836,40.6353636,Hallmark,,gift,,,,,,,,,,,,,,,,Hallmark,Q1521910,en:Hallmark Cards,,,,,,,,,,,,,,
-111.9702848,41.2678845,Hallmark,,gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.9302616,37.7177739,Halls Creek Overlook,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.9301355,37.7178659,Halls Creek Overlook,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8772835,40.7668333,Hamachi,restaurant,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.6689132,38.1925061,Hamburger Rock,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.669091,38.1923948,Hamburger Rock Campsite,,,camp_site,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,
-110.9673775,37.752247,Hamburger Rocks,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.8548056,39.1501111,Hamburger Rocks,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8867429,40.6324758,Hamilton Park,,furniture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.8081639,37.6939581,Hammond Canyon Trailhead,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8942322,40.5613911,Hammond Toys,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.954918,40.6925599,Hammond Toys & Hobby,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.5259745,37.046867,Hampton Inn,,,hotel,,,98,East 100 South,Kanab,84741,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5556841,37.1088984,Hampton Inn,,,hotel,,,,,,,,,,,,,,,Hampton Inn,Q5646230,en:Hampton by Hilton,,,,,,,,,,,,,,
-112.1043469,38.7494758,Hampton Inn,,,hotel,,,,,,,,,,,,,,,Hampton Inn,Q5646230,en:Hampton by Hilton,,,,,,,,,,,,,,
-111.8358922,41.7627201,Hampton Inn,,,hotel,,,,,,,,,,,,,,,Hampton Inn,Q5646230,en:Hampton by Hilton,,,,,,,,,,,,,,
-111.9844294,40.6197126,Hampton Inn,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8954889,40.9919154,Hampton Inn,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9707545,41.2225421,Hampton Inn and Suites,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8027142,40.6320189,Hampton Inn Cottonwood,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9011632,40.8648827,Hampton Inn Salt Lake City - North,,,motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5491277,40.727686,Hampton Inn & Suites Park City,,,hotel,,,6609,North Landmark Drive,Park City,84098,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8258787,40.7406365,Hampton Inn & Suites Salt Lake City/University-Foothill Dr.,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.2980099,40.5217755,Hampton Inn Tooele,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.892819,40.7696337,Handcart Pioneer Memorial,,,,,,,,,,,,,,,,,,,,,monument,,,,,,,,,,,,,
-109.6662375,38.0154946,Handhold Arch,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4962915,40.646012,Handle,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.7943069,40.6855827,Hangar 15,,bicycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.8726444,38.2135624,Hanging Rock Recreation Site,,,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.7915325,38.4522272,Hanksville-Burpee Dinosaur Quarry,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.7085838,38.3737333,Hanksville Inn,,,motel,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.7118155,38.3740866,Hanksville Post Office,post_office,,,,,,,,,,,,,,,,,,,,,,,,,,Hanksville Post Office,,,,,,,
-110.8131675,40.4391424,Hanna Post Office,post_office,,,2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.1798692,38.2550978,Hans Flat Ranger Station,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.9891464,37.1991954,Happy Camper Market,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.345,38.165278,Happy Canyon Overlook,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.884151,40.763034,Happy Nails,,beauty,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6574585,40.2990694,Happy Sumo,restaurant,,,,sushi,4801,North University Avenue,Provo,84604,,UT,,,,"Mo-Th 11:30-9:00, Fr-Sa 11:30-10:00, Su 3:00-9:00",,,,,,,,,,,,,yes,,,,810,,
-111.8060669,40.631791,Happy Sumo,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9036924,40.7658674,Happy Sumo Sushi,restaurant,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.5343302,37.0482458,Happy Trails Family BBQ truck,fast_food,,,,american,,,,,,,,,,"We-Sa 11:30-15:00, We-Sa 16:00-20:00",,,,,,,,,,,,,,,,,,,
-113.5252944,37.125507,Harbor Freight Tools,,doityourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9876768,40.6686642,Harbor Freight Tools,,doityourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9402802,40.6233215,Harbor Freight Tools,,hardware,,,,,,,,,,,,,,,,Harbor Freight Tools,Q5654601,en:Harbor Freight Tools,,,,,,,,,,,,,,
-109.5479609,40.4504527,Harbor Freight Tools,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6976446,40.2997379,Harbor Freight Tools,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8894673,40.6956451,Harbor Freight Tools,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9798884,41.0758589,Harbor Freight Tools,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9723783,41.2611345,Harbor Freight Tools,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8187394,40.7501506,Harbor Seals & Sea Lions,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9708278,41.2692214,Hardback Cafe,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
-110.0103091,38.4483252,Hardscrabble Bottom,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.0090994,38.4523972,Hardscrabble Bottom,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5791001,41.6182698,Hardware Ranch Game Management Area,,,,1761,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-111.88861,40.7076311,Harley-Davidson of Salt Lake City,,motorcycle,,,,2928,State Street,Salt Lake City,84115,,UT,,,https://www.harleydavidsonofsaltlakecity.com,"Mo-Fr 09:00-18:00; Sa 09:00-17:00; Su,PH off",,+1 801 487 4647,Harley-Davidson,,,,,,,,,,,,,,,,
-109.1165823,39.1885287,Harley Dome View Area,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8782874,40.4332821,Harmons,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8872146,40.5018199,Harmons,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9403805,40.6522289,Harmons,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9030854,40.9841522,Harmons,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0070719,40.6394315,Harmons,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6745533,40.3114833,Harmon's,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5583492,37.0976125,Harmon's,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8703897,40.6105128,Harmon's,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0245277,41.1663336,Harmon's,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8552474,40.7009089,Harmons Brickyard Pharmacy,pharmacy,,,,,3270,1300 East,Salt Lake City,,,UT,,,,"Mo-Sa 09:00-21:00, Su 11:00-17:00",,,,,,,,,,,,,,,,,,,
-113.6606308,37.1483741,Harmons Fuel Stop,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.6598026,37.1481591,Harmons Neighborhood Grocer,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8877971,40.7673403,Harmons Station,bicycle_rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.9043164,40.468845,Harms Cemetery,grave_yard,,,1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4899121,40.5330101,Harold P Fabian Visitor Center,,,information,1762,,,,,,,UT,,,,,,,,,,,,,,,,,,,,,,,
-112.1666109,41.3493843,Harold S Crane Waterfowl Management Area,,,,1281,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-112.0594494,41.6110892,Harper Ward Cemetery,grave_yard,,,1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9787395,41.2718598,Harrisville City Historic Marker,,,,,,,,,,,,,,,,,,,,,marker,,,,,,,,,,,,,
-113.5240971,37.1265376,Harts,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.7729523,40.4140597,Hart's,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8994605,40.6202172,Hart's,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.7419657,40.3637193,Hart's 66,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0264141,41.1627987,Hart's Dry cleaning,,dry_cleaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.7727361,40.414076,Hart's Gas and Food,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8475338,40.3967943,Hart's Gas Station,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.655706,38.768753,Harves CUA Dispersed,,,camp_site,,,,,,,,,,,,,USFS,,,,,,,,,,,,,,sonora_20130614,,,,
-111.8871655,40.4259031,Harvest Restaurant,restaurant,,,,american,,,,,,,,,,,Thanksgiving Point,,,,,,,,,,,,,,,,,,
-111.6483669,40.2463484,Harvey's,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,
-113.5446209,37.1182046,Hash House A-Go-Go,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8894407,40.6273901,Hastur Games & Comics,,toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.6169995,38.3804855,Hatch Point,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.2276133,37.3911089,Hatch Trailer School,school,,,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.5857988,41.070491,Hat Island State Wildlife Management Area,,,,1302,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-112.5857988,41.070491,Hat Island Wildlife Refuge,,,,1302,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-109.8624085,37.1477144,Hat Rock Inn,,,hotel,,,120,US 163 Scenic,Mexican Hat,84531,,,,,,,,,,,,,limited,,,,,,,,,,,,
-111.9980806,37.5285435,Hat Shop,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0247775,41.2389406,Haunted Hollow,,,,,,,,,,,,halloween,,,,,,,,,,,,,,,,,,,,,,
-113.5873321,37.0827565,Haven,restaurant,,,,american,,,,,,,,,,,,,,,,,,great american cuisine,,,,,,,,,,,
-113.6068621,37.1246354,Havoline xpress lube,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5874104,37.0924649,Hawaiian Poke Bowl,restaurant,,,,hawaiian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.3716317,40.7540413,Hawthorne Group Day-Use Area,,,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8637708,40.7696691,Haxton Manor,,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.8390492,39.6516309,Haycock Cemetery,grave_yard,,,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.9729286,40.4055122,Hayden Cemetery,grave_yard,,,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9000304,40.7663947,Hbar,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4537806,37.7467247,Head Of The Rocks Overlook,,,viewpoint,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.5680022,37.9735289,Headquarters canyon,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,Headquarters canyon,,,,,,,
-111.9815249,41.0748606,Health and Wellness Clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8687307,40.7697196,Health Care Credit Union,bank,,,,,769,South Temple,,84103,,,,,,,,,,,,,,,,,,Health Care Credit Union,,,,,,,
-111.9812593,41.1971196,Hearing Zone,,hearing_aids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6597042,40.2339435,Heart & Seoul Karaoke,studio,,,,,52,West Center Street,Provo,84601,,UT,,,https://www.provokaraoke.com,,,+1-385-325-1672,,,,,yes,,,,,,,,,,,,
